Customer ID: 7590-VHVEG, Churn Probability: 0.8182032476788748
Customer ID: 4054-CUMIA, Churn Probability: 0.15066448163780977
Customer ID: 0603-TPMIB, Churn Probability: 0.0052691331006449165
Customer ID: 2525-GVKQU, Churn Probability: 0.01570609105116284
Customer ID: 8161-QYMTT, Churn Probability: 0.907137083525553
Customer ID: 9581-GVBXT, Churn Probability: 0.01970323697059832
Customer ID: 5862-BRIXZ, Churn Probability: 0.09846843017238975
Customer ID: 5404-GGUKR, Churn Probability: 0.7648314161710789
Customer ID: 3308-JSGML, Churn Probability: 0.07497126994607577
Customer ID: 2126-GSEGL, Churn Probability: 0.10555634685007773
Customer ID: 0440-QEXBZ, Churn Probability: 0.4002679299956685
Customer ID: 2434-EEVDB, Churn Probability: 0.13846225169188045
Customer ID: 6762-QVYJO, Churn Probability: 0.014628687894009906
Customer ID: 6199-IWKGC, Churn Probability: 0.5398357647594496
Customer ID: 2675-DHUTR, Churn Probability: 0.753365486656973
Customer ID: 8152-VETUR, Churn Probability: 0.19869543318493144
Customer ID: 7446-YPODE, Churn Probability: 0.48591134155782306
Customer ID: 9522-BNTHX, Churn Probability: 0.6773484654005502
Customer ID: 4676-WLUHT, Churn Probability: 0.046436644114037945
Customer ID: 7980-MHFLQ, Churn Probability: 0.0030761230480584765
Customer ID: 0757-WCUUZ, Churn Probability: 0.023864297927148614
Customer ID: 1629-DQQVB, Churn Probability: 0.46940124933106614
Customer ID: 0374-AACSZ, Churn Probability: 0.6548182181469918
Customer ID: 4872-VXRIL, Churn Probability: 0.0961983211995134
Customer ID: 9140-CZQZZ, Churn Probability: 0.07080679676999055
Customer ID: 3423-HHXAO, Churn Probability: 0.08582809243165047
Customer ID: 9938-TKDGL, Churn Probability: 0.053202059878581204
Customer ID: 0531-ZZJWQ, Churn Probability: 0.6342647646492826
Customer ID: 6537-QLGEX, Churn Probability: 0.6574575931781897
Customer ID: 2688-BHGOG, Churn Probability: 0.8822787686931756
Customer ID: 3160-TYXLT, Churn Probability: 0.2706066106321078
Customer ID: 1325-USMEC, Churn Probability: 0.11566833216339242
Customer ID: 0916-QOFDP, Churn Probability: 0.7186169562672792
Customer ID: 5606-AMZBO, Churn Probability: 0.7255367533532597
Customer ID: 6199-IPCAO, Churn Probability: 0.01603085887068461
Customer ID: 5640-CAXOA, Churn Probability: 0.28645018653451204
Customer ID: 2235-EZAIK, Churn Probability: 0.02790022143531673
Customer ID: 3847-BAERP, Churn Probability: 0.45079680867906874
Customer ID: 1453-RZFON, Churn Probability: 0.24750465541779415
Customer ID: 8263-OKETD, Churn Probability: 0.5605442742520927
Customer ID: 0670-KDOMA, Churn Probability: 0.5403637185702828
Customer ID: 2476-YGEFM, Churn Probability: 0.6617159331267172
Customer ID: 8687-BAFGU, Churn Probability: 0.7811795924269624
Customer ID: 0641-EVBOJ, Churn Probability: 0.6844905690252708
Customer ID: 0829-XXPLX, Churn Probability: 0.7156885097198816
Customer ID: 9974-JFBHQ, Churn Probability: 0.18292152273715975
Customer ID: 6624-JDRDS, Churn Probability: 0.5348718163962832
Customer ID: 0608-JDVEC, Churn Probability: 0.03745380615515182
Customer ID: 9780-FKVVF, Churn Probability: 0.6803720683754824
Customer ID: 1919-RTPQD, Churn Probability: 0.4004435595552256
Customer ID: 5214-NLTIT, Churn Probability: 0.04617115524040877
Customer ID: 3345-PBBFH, Churn Probability: 0.7171389539063621
Customer ID: 5055-BRMNE, Churn Probability: 0.02795713140996012
Customer ID: 2190-PHBHR, Churn Probability: 0.11585533869197363
Customer ID: 2650-GYRYL, Churn Probability: 0.042518660658888846
Customer ID: 5208-FVQKB, Churn Probability: 0.030571589456904077
Customer ID: 7184-LRUUR, Churn Probability: 0.37026278976416155
Customer ID: 6627-CFOSN, Churn Probability: 0.4690717261679305
Customer ID: 3982-JGSFD, Churn Probability: 0.10366797740403413
Customer ID: 1574-DYCWE, Churn Probability: 0.006681205333116843
Customer ID: 7247-XOZPB, Churn Probability: 0.13061579102314158
Customer ID: 2466-FCCPT, Churn Probability: 0.05161805283457465
Customer ID: 6211-WWLTF, Churn Probability: 0.1369211274721041
Customer ID: 4826-TZEVA, Churn Probability: 0.47149904231203754
Customer ID: 6016-NXBNJ, Churn Probability: 0.11841150183616823
Customer ID: 9138-EFSMO, Churn Probability: 0.23156860935953252
Customer ID: 4632-XJMEX, Churn Probability: 0.016617252654581062
Customer ID: 8910-LEDAG, Churn Probability: 0.5880009609796275
Customer ID: 3452-GWUIN, Churn Probability: 0.9026058869677296
Customer ID: 2716-GFZOR, Churn Probability: 0.47638283108204427
Customer ID: 3724-UCSHY, Churn Probability: 0.15948513746617074
Customer ID: 8626-XHBIE, Churn Probability: 0.006588431367698852
Customer ID: 3192-LNKRK, Churn Probability: 0.41050382674431135
Customer ID: 4439-YRNVD, Churn Probability: 0.5849268654528808
Customer ID: 2208-UGTGR, Churn Probability: 0.6420896483620372
Customer ID: 3005-TYFRD, Churn Probability: 0.673033021193383
Customer ID: 8670-MEFCP, Churn Probability: 0.04106207403254713
Customer ID: 3079-BCHLN, Churn Probability: 0.06917156256135393
Customer ID: 7777-UNYHB, Churn Probability: 0.16292645819692012
Customer ID: 7278-CKDNC, Churn Probability: 0.7817833706452181
Customer ID: 8450-UYIBU, Churn Probability: 0.6164648388587661
Customer ID: 2969-VAPYH, Churn Probability: 0.04096672870871198
Customer ID: 7181-OQCUT, Churn Probability: 0.6869649546384088
Customer ID: 8474-UMLNT, Churn Probability: 0.4557815550200493
Customer ID: 3836-FZSDJ, Churn Probability: 0.014431037804524755
Customer ID: 9142-XMYJH, Churn Probability: 0.19508131638215495
Customer ID: 0187-QSXOE, Churn Probability: 0.9238190899565222
Customer ID: 7733-UDMTP, Churn Probability: 0.49789721887375527
Customer ID: 2649-HWLYB, Churn Probability: 0.04475818373648525
Customer ID: 5214-CHIWJ, Churn Probability: 0.11786034862058685
Customer ID: 6904-JLBGY, Churn Probability: 0.12555653972892383
Customer ID: 2465-BLLEU, Churn Probability: 0.5352350219689327
Customer ID: 1685-VAYJF, Churn Probability: 0.560008234926857
Customer ID: 8874-EJNSR, Churn Probability: 0.010859399994880062
Customer ID: 6917-YACBP, Churn Probability: 0.4967372396140324
Customer ID: 5049-MUBWG, Churn Probability: 0.266635739465859
Customer ID: 4223-WOZCM, Churn Probability: 0.6769953472275488
Customer ID: 0769-MURVM, Churn Probability: 0.00925675862079026
Customer ID: 9253-VIFJQ, Churn Probability: 0.07359080931739656
Customer ID: 7030-FZTFM, Churn Probability: 0.035920790855862236
Customer ID: 9741-YLNTD, Churn Probability: 0.8118855489563562
Customer ID: 5917-RYRMG, Churn Probability: 0.09416456059940262
Customer ID: 5120-ZBLAI, Churn Probability: 0.3196621584724573
Customer ID: 1194-BHJYC, Churn Probability: 0.07158579501723228
Customer ID: 0906-QVPMS, Churn Probability: 0.11255855793301682
Customer ID: 1905-OEILC, Churn Probability: 0.4582084537837719
Customer ID: 7858-GTZSP, Churn Probability: 0.8751891787566117
Customer ID: 6248-BSHKG, Churn Probability: 0.010078683751853766
Customer ID: 4685-TFLLS, Churn Probability: 0.054949560314728245
Customer ID: 3470-BTGQO, Churn Probability: 0.19880980754491925
Customer ID: 1209-VFFOC, Churn Probability: 0.010353791610934604
Customer ID: 8224-DWCKX, Churn Probability: 0.7704725345550513
Customer ID: 4553-DVPZG, Churn Probability: 0.7505543359352532
Customer ID: 6917-IAYHD, Churn Probability: 0.2479422324602791
Customer ID: 8620-RJPZN, Churn Probability: 0.54475231843619
Customer ID: 7572-KPVKK, Churn Probability: 0.08591436424028669
Customer ID: 2642-MAWLJ, Churn Probability: 0.012680142190531759
Customer ID: 7103-ZGVNT, Churn Probability: 0.017125276706853924
Customer ID: 2027-WKXMW, Churn Probability: 0.6871813791065994
Customer ID: 7137-NAXML, Churn Probability: 0.1405441149923762
Customer ID: 2428-ZMCTB, Churn Probability: 0.3355178401827945
Customer ID: 2961-VNFKL, Churn Probability: 0.016808364584819928
Customer ID: 1768-HNVGJ, Churn Probability: 0.4220684440099068
Customer ID: 6963-KQYQB, Churn Probability: 0.003424616297474368
Customer ID: 5934-RMPOV, Churn Probability: 0.5604260256174196
Customer ID: 1207-BLKSA, Churn Probability: 0.006765947507682994
Customer ID: 8316-BBQAY, Churn Probability: 0.0348138588187732
Customer ID: 1166-PQLGG, Churn Probability: 0.003086988894749256
Customer ID: 3146-JTQHR, Churn Probability: 0.24812846981536338
Customer ID: 4291-YZODP, Churn Probability: 0.06930121473360588
Customer ID: 4395-PZMSN, Churn Probability: 0.8884611446100736
Customer ID: 6427-FEFIG, Churn Probability: 0.054938527978441995
Customer ID: 0017-IUDMW, Churn Probability: 0.037598189488285284
Customer ID: 8706-HRADD, Churn Probability: 0.46052722940993657
Customer ID: 9955-QOPOY, Churn Probability: 0.14635227355676936
Customer ID: 4385-ZKVNW, Churn Probability: 0.12618185808980284
Customer ID: 5446-DKWYW, Churn Probability: 0.10325939098807084
Customer ID: 9031-ZVQPT, Churn Probability: 0.25574893703595897
Customer ID: 2990-IAJSV, Churn Probability: 0.043559585466988175
Customer ID: 8107-KNCIM, Churn Probability: 0.8591994018009486
Customer ID: 9027-YFHQJ, Churn Probability: 0.4878100424395009
Customer ID: 5176-LDKUH, Churn Probability: 0.357391168522959
Customer ID: 4644-OBGFZ, Churn Probability: 0.012599851024697042
Customer ID: 7926-IJOOU, Churn Probability: 0.4190960822450221
Customer ID: 6480-YAGIY, Churn Probability: 0.26698103788656374
Customer ID: 4029-HPFVY, Churn Probability: 0.8234584384095384
Customer ID: 7602-DBTOU, Churn Probability: 0.012533818346543688
Customer ID: 5345-BMKWB, Churn Probability: 0.4250916928673012
Customer ID: 5457-COLHT, Churn Probability: 0.012370726539618142
Customer ID: 5451-YHYPW, Churn Probability: 0.1471080287323237
Customer ID: 7998-WNZEM, Churn Probability: 0.031297958826765296
Customer ID: 4664-NJCMS, Churn Probability: 0.1255491402667762
Customer ID: 0307-BCOPK, Churn Probability: 0.17805781584493224
Customer ID: 7629-WFGLW, Churn Probability: 0.2443186164956085
Customer ID: 2542-HYGIQ, Churn Probability: 0.42750338472773936
Customer ID: 5016-LIPDW, Churn Probability: 0.011632918657969085
Customer ID: 6481-LXPWL, Churn Probability: 0.03887871191577447
Customer ID: 6124-ACRHJ, Churn Probability: 0.4577891548314178
Customer ID: 9362-MWODR, Churn Probability: 0.09897596918470111
Customer ID: 9975-GPKZU, Churn Probability: 0.006948476446464793
Customer ID: 9625-RZFUK, Churn Probability: 0.004068529647868095
Customer ID: 5153-LXKDT, Churn Probability: 0.07485746351866399
Customer ID: 5161-UBZXI, Churn Probability: 0.03370909221278181
Customer ID: 1020-JPQOW, Churn Probability: 0.483927765699642
Customer ID: 7919-ZODZZ, Churn Probability: 0.2622102794827426
Customer ID: 0565-JUPYD, Churn Probability: 0.1453167100427903
Customer ID: 6867-ACCZI, Churn Probability: 0.0419029951644227
Customer ID: 5939-XAIXZ, Churn Probability: 0.6178449233555144
Customer ID: 9054-FOWNV, Churn Probability: 0.5816205630910496
Customer ID: 8207-VVMYB, Churn Probability: 0.021228637778877648
Customer ID: 9732-EQMWY, Churn Probability: 0.7319014193262059
Customer ID: 5269-NRGDP, Churn Probability: 0.11871092133133432
Customer ID: 6195-MELTI, Churn Probability: 0.12258583151264642
Customer ID: 2121-JAFOM, Churn Probability: 0.13512418569796739
Customer ID: 8818-DOPVL, Churn Probability: 0.793757434381492
Customer ID: 1227-UDMZR, Churn Probability: 0.07400404361547912
Customer ID: 5198-HQAEN, Churn Probability: 0.2408903787365045
Customer ID: 2167-FQSTQ, Churn Probability: 0.10056822386838939
Customer ID: 2819-GWENI, Churn Probability: 0.03740760682300456
Customer ID: 3572-UUHRS, Churn Probability: 0.06388657179104586
Customer ID: 2692-PFYTJ, Churn Probability: 0.5447134119568678
Customer ID: 5955-EPOAZ, Churn Probability: 0.49328786676700054
Customer ID: 6821-JPCDC, Churn Probability: 0.6386102234976118
Customer ID: 8815-LMFLX, Churn Probability: 0.11960468728878206
Customer ID: 9135-HSWOC, Churn Probability: 0.0057381615076167874
Customer ID: 8582-KRHPJ, Churn Probability: 0.21713199968300395
Customer ID: 5811-IWXYM, Churn Probability: 0.18715535033715328
Customer ID: 7044-YAACC, Churn Probability: 0.8911816662049397
Customer ID: 8189-XRIKE, Churn Probability: 0.7951694815841203
Customer ID: 1506-YJTYT, Churn Probability: 0.015240461811906308
Customer ID: 4123-DVHPH, Churn Probability: 0.8505895613404106
Customer ID: 2228-BZDEE, Churn Probability: 0.020269806297804657
Customer ID: 2789-CZANW, Churn Probability: 0.03436511805429748
Customer ID: 7596-LDUXP, Churn Probability: 0.5534213524284056
Customer ID: 3740-RLMVT, Churn Probability: 0.08568840288999502
Customer ID: 2192-OZITF, Churn Probability: 0.06709479163238385
Customer ID: 5651-CPDND, Churn Probability: 0.6000283326429876
Customer ID: 2186-QZEYA, Churn Probability: 0.4433615948127647
Customer ID: 1131-ALZWV, Churn Probability: 0.14375474570862484
Customer ID: 7729-XBTWX, Churn Probability: 0.00510808601806455
Customer ID: 9134-WYRVP, Churn Probability: 0.24215627359812977
Customer ID: 3284-SVCRO, Churn Probability: 0.035631663406153306
Customer ID: 9732-OUYRN, Churn Probability: 0.057657607312731445
Customer ID: 0559-CKHUS, Churn Probability: 0.08559368076926811
Customer ID: 2931-SVLTV, Churn Probability: 0.2683379017666487
Customer ID: 7504-UWHNB, Churn Probability: 0.7022102105355891
Customer ID: 2582-FFFZR, Churn Probability: 0.7652187763245796
Customer ID: 8908-NMQTX, Churn Probability: 0.04185129026978087
Customer ID: 1431-AIDJQ, Churn Probability: 0.0429817177025811
Customer ID: 6288-LBEAR, Churn Probability: 0.6433503062381798
Customer ID: 8413-YNHNV, Churn Probability: 0.04480279315820416
Customer ID: 5808-TOTXO, Churn Probability: 0.0991257626568248
Customer ID: 4369-NYSCF, Churn Probability: 0.233025586778216
Customer ID: 6333-YDVLT, Churn Probability: 0.25939469872991555
Customer ID: 5324-KTGCG, Churn Probability: 0.03927707309193809
Customer ID: 5599-HVLTW, Churn Probability: 0.7937232823758338
Customer ID: 7394-LWLYN, Churn Probability: 0.8752471148959062
Customer ID: 6873-UDNLD, Churn Probability: 0.4195111190387638
Customer ID: 2700-LUEVA, Churn Probability: 0.4185460738832006
Customer ID: 0958-YHXGP, Churn Probability: 0.8101150959651022
Customer ID: 1101-SSWAG, Churn Probability: 0.7587406702323094
Customer ID: 5743-KHMNA, Churn Probability: 0.011482563151128753
Customer ID: 4194-FJARJ, Churn Probability: 0.011064262073324341
Customer ID: 5325-UWTWJ, Churn Probability: 0.5108782756571122
Customer ID: 3969-GYXEL, Churn Probability: 0.7117961621187449
Customer ID: 9208-OLGAQ, Churn Probability: 0.8596335999315085
Customer ID: 3244-CQPHU, Churn Probability: 0.13136808399674205
Customer ID: 2674-MLXMN, Churn Probability: 0.5478365932232067
Customer ID: 9708-HPXWZ, Churn Probability: 0.6009499045187013
Customer ID: 6992-TKNYO, Churn Probability: 0.2361098930990118
Customer ID: 4468-YDOVK, Churn Probability: 0.31944635185050674
Customer ID: 5792-JALQC, Churn Probability: 0.05513083204452141
Customer ID: 2200-DSAAL, Churn Probability: 0.1519623582449544
Customer ID: 4302-ZYFEL, Churn Probability: 0.009272441295618883
Customer ID: 9351-LZYGF, Churn Probability: 0.2772792793808681
Customer ID: 4366-CTOUZ, Churn Probability: 0.24939704468319232
Customer ID: 1518-OMDIK, Churn Probability: 0.4989791678779986
Customer ID: 6671-NGWON, Churn Probability: 0.4007410302906146
Customer ID: 0595-ITUDF, Churn Probability: 0.1845507539123785
Customer ID: 1955-IBMMB, Churn Probability: 0.023791133939067757
Customer ID: 0096-BXERS, Churn Probability: 0.7538866565230853
Customer ID: 3806-YAZOV, Churn Probability: 0.4381995694671967
Customer ID: 7998-ZLXWN, Churn Probability: 0.3409097400714331
Customer ID: 6253-WRFHY, Churn Probability: 0.3835925834267775
Customer ID: 9133-AYJZG, Churn Probability: 0.7933671191343317
Customer ID: 2675-OTVVJ, Churn Probability: 0.6968068017903787
Customer ID: 8680-CGLTP, Churn Probability: 0.24959737490981748
Customer ID: 8430-TWCBX, Churn Probability: 0.05898473962155415
Customer ID: 5018-GWURO, Churn Probability: 0.6399523472738534
Customer ID: 6741-QRLUP, Churn Probability: 0.04778146710488751
Customer ID: 4737-HOBAX, Churn Probability: 0.07994185069177533
Customer ID: 0537-QYZZN, Churn Probability: 0.42035684476799157
Customer ID: 3340-QBBFM, Churn Probability: 0.19710353283519252
Customer ID: 8200-KLNYW, Churn Probability: 0.3382399481135443
Customer ID: 3372-CDXFJ, Churn Probability: 0.06751840970231911
Customer ID: 4781-ZXYGU, Churn Probability: 0.25912439631213013
Customer ID: 7632-YUTXB, Churn Probability: 0.04239288668151035
Customer ID: 2718-YSKCS, Churn Probability: 0.004351367759919665
Customer ID: 9896-UYMIE, Churn Probability: 0.273432405573206
Customer ID: 0853-NWIFK, Churn Probability: 0.5164690611256221
Customer ID: 8212-CRQXP, Churn Probability: 0.7855785210446969
Customer ID: 6980-CDGFC, Churn Probability: 0.04810655269982076
Customer ID: 7691-XVTZH, Churn Probability: 0.20253226740765834
Customer ID: 2520-SGTTA, Churn Probability: 0.04891175780860728
Customer ID: 2277-VWCNI, Churn Probability: 0.6723367022904787
Customer ID: 1088-CNNKB, Churn Probability: 0.08661373015768549
Customer ID: 1930-BZLHI, Churn Probability: 0.1951846260814086
Customer ID: 5868-YTYKS, Churn Probability: 0.21916935882335795
Customer ID: 3525-DVKFN, Churn Probability: 0.0829146791903146
Customer ID: 1482-OXZSY, Churn Probability: 0.7212819122286082
Customer ID: 0377-JBKKT, Churn Probability: 0.15470023243957134
Customer ID: 5778-BVOFB, Churn Probability: 0.6878889396327267
Customer ID: 3373-YZZYM, Churn Probability: 0.19117800817240285
Customer ID: 0228-MAUWC, Churn Probability: 0.5413178916283827
Customer ID: 7663-YJHSN, Churn Probability: 0.10999877746169526
Customer ID: 4915-BFSXL, Churn Probability: 0.010089646791956767
Customer ID: 3086-RUCRN, Churn Probability: 0.3668192336612078
Customer ID: 5215-LNLDJ, Churn Probability: 0.49043797643520126
Customer ID: 7576-JMYWV, Churn Probability: 0.35543345582540314
Customer ID: 0257-KXZGU, Churn Probability: 0.17806847421290622
Customer ID: 1307-ATKGB, Churn Probability: 0.8155329568537146
Customer ID: 3714-XPXBW, Churn Probability: 0.336859776126014
Customer ID: 1850-AKQEP, Churn Probability: 0.1307560549481017
Customer ID: 2824-DXNKN, Churn Probability: 0.016388385249481056
Customer ID: 5227-JSCFE, Churn Probability: 0.017206194571447828
Customer ID: 0848-ZGQIJ, Churn Probability: 0.8635049731045052
Customer ID: 3621-CHYVB, Churn Probability: 0.24855074836414476
Customer ID: 8042-RNLKO, Churn Probability: 0.0311191356770161
Customer ID: 5372-FBKBN, Churn Probability: 0.08511723149814654
Customer ID: 0420-TXVSG, Churn Probability: 0.045539762021479725
Customer ID: 6217-TOWGS, Churn Probability: 0.7767460049684988
Customer ID: 1045-LTCYT, Churn Probability: 0.14074151756068404
Customer ID: 1544-JJMYL, Churn Probability: 0.18281089076654883
Customer ID: 4636-JGAAI, Churn Probability: 0.6686161241957437
Customer ID: 6874-SGLHU, Churn Probability: 0.6312485854265981
Customer ID: 5951-AOFIH, Churn Probability: 0.5158057249711249
Customer ID: 3059-NGMXB, Churn Probability: 0.23366302701835542
Customer ID: 8652-YHIYU, Churn Probability: 0.19673045864691852
Customer ID: 5278-PNYOX, Churn Probability: 0.18598495100790718
Customer ID: 3486-HOOGQ, Churn Probability: 0.009670304840980961
Customer ID: 5061-PBXFW, Churn Probability: 0.09195390876882634
Customer ID: 8630-FJLIB, Churn Probability: 0.8109059299313287
Customer ID: 3891-NLXJB, Churn Probability: 0.0630436831927978
Customer ID: 4749-OJKQU, Churn Probability: 0.8691617114588174
Customer ID: 0577-WHMEV, Churn Probability: 0.7017793205941485
Customer ID: 5453-AXEPF, Churn Probability: 0.7794785450818724
Customer ID: 3639-XJHKQ, Churn Probability: 0.25574310100904524
Customer ID: 3716-LRGXK, Churn Probability: 0.21551965201939716
Customer ID: 2263-SFSQZ, Churn Probability: 0.009544743576947966
Customer ID: 9950-MTGYX, Churn Probability: 0.01977286165496566
Customer ID: 3397-AVTKU, Churn Probability: 0.19933864729031014
Customer ID: 4825-FUREZ, Churn Probability: 0.051700496162158806
Customer ID: 2672-OJQZP, Churn Probability: 0.6769771916914646
Customer ID: 3134-DSHVC, Churn Probability: 0.0876050902167962
Customer ID: 7821-DPRQE, Churn Probability: 0.5450516555606283
Customer ID: 2001-EWBQU, Churn Probability: 0.26444567874081065
Customer ID: 1608-GMEWB, Churn Probability: 0.7359673071058439
Customer ID: 6695-AMZUF, Churn Probability: 0.04366126254386487
Customer ID: 8410-BGQXN, Churn Probability: 0.41538913700132035
Customer ID: 1619-YWUBB, Churn Probability: 0.018064699269529062
Customer ID: 7611-YKYTC, Churn Probability: 0.26245921165321356
Customer ID: 0365-GXEZS, Churn Probability: 0.7227773012404893
Customer ID: 0082-OQIQY, Churn Probability: 0.7950854971096806
Customer ID: 3606-SBKRY, Churn Probability: 0.5146400420450423
Customer ID: 0667-NSRGI, Churn Probability: 0.27408275308986657
Customer ID: 6893-ODYYE, Churn Probability: 0.18720729881422027
Customer ID: 8242-JSVBO, Churn Probability: 0.7056414865183511
Customer ID: 9541-ZPSEA, Churn Probability: 0.01604141355630875
Customer ID: 2665-NPTGL, Churn Probability: 0.8496181591674533
Customer ID: 1139-WUOAH, Churn Probability: 0.06017634976124568
Customer ID: 4693-VWVBO, Churn Probability: 0.520578102912254
Customer ID: 6937-GCDGQ, Churn Probability: 0.12241269803219382
Customer ID: 0988-JRWWP, Churn Probability: 0.8284160927472095
Customer ID: 5075-JSDKI, Churn Probability: 0.024667184534257407
Customer ID: 8644-XYTSV, Churn Probability: 0.39117328155794484
Customer ID: 3873-WOSBC, Churn Probability: 0.013342941626495611
Customer ID: 7465-ZZRVX, Churn Probability: 0.873719670390283
Customer ID: 7975-JMZNT, Churn Probability: 0.058817237204141185
Customer ID: 7251-XFOIL, Churn Probability: 0.47582027348540074
Customer ID: 4116-IQRFR, Churn Probability: 0.07848607303381797
Customer ID: 8259-DZLIZ, Churn Probability: 0.04375463167954832
Customer ID: 0442-ZXKVS, Churn Probability: 0.4106379499983828
Customer ID: 7853-WNZSY, Churn Probability: 0.5015282169626978
Customer ID: 3120-FAZKD, Churn Probability: 0.008565671905448245
Customer ID: 8606-OEGQZ, Churn Probability: 0.018365646478137
Customer ID: 0225-ZORZP, Churn Probability: 0.8430383371535113
Customer ID: 9489-JMTTN, Churn Probability: 0.01126588577387141
Customer ID: 0575-CUQOV, Churn Probability: 0.5716094362240469
Customer ID: 0967-BMLBD, Churn Probability: 0.0958972097872875
Customer ID: 2830-LEWOA, Churn Probability: 0.09407375022827784
Customer ID: 5006-MXVRN, Churn Probability: 0.03176841207174906
Customer ID: 8327-WKMIE, Churn Probability: 0.07371763131229868
Customer ID: 6917-FIJHC, Churn Probability: 0.017835972734387667
Customer ID: 5329-KRDTM, Churn Probability: 0.044051537051940315
Customer ID: 7797-EJMDP, Churn Probability: 0.5237892776279839
Customer ID: 3530-VWVGU, Churn Probability: 0.09484047858824719
Customer ID: 6368-NWMCE, Churn Probability: 0.3433520241474703
Customer ID: 3633-CDBUW, Churn Probability: 0.18037559382112014
Customer ID: 0707-HOVVN, Churn Probability: 0.06551694692055177
Customer ID: 3956-MGXOG, Churn Probability: 0.8115085191563648
Customer ID: 9274-UARKJ, Churn Probability: 0.7977031607823885
Customer ID: 4077-HWUYD, Churn Probability: 0.01759718568432049
Customer ID: 0103-CSITQ, Churn Probability: 0.4607227463170108
Customer ID: 8671-KKKOS, Churn Probability: 0.34723055496874694
Customer ID: 7305-ZWMAJ, Churn Probability: 0.1109306519029033
Customer ID: 9518-XXBXE, Churn Probability: 0.7564122956528669
Customer ID: 6578-KRMAW, Churn Probability: 0.5893007449224928
Customer ID: 4860-IJUDE, Churn Probability: 0.6614370259535811
Customer ID: 9688-YGXVR, Churn Probability: 0.6121681060476115
Customer ID: 0423-UDIJQ, Churn Probability: 0.5471344789723671
Customer ID: 1945-XISKS, Churn Probability: 0.014328323536342096
Customer ID: 5360-LJCNJ, Churn Probability: 0.2588659863169892
Customer ID: 2607-FBDFF, Churn Probability: 0.5662104155617744
Customer ID: 1100-DDVRV, Churn Probability: 0.7407922137083829
Customer ID: 6728-WYQBC, Churn Probability: 0.45661530718016924
Customer ID: 9029-FEGVJ, Churn Probability: 0.6475472014745672
Customer ID: 7216-KAOID, Churn Probability: 0.02283453167419141
Customer ID: 6145-NNPNO, Churn Probability: 0.6880636909476628
Customer ID: 5339-TJFEK, Churn Probability: 0.3080860567733865
Customer ID: 2074-GUHPQ, Churn Probability: 0.324689185587249
Customer ID: 4625-XMOYM, Churn Probability: 0.004836187041440584
Customer ID: 5827-MWCZK, Churn Probability: 0.20762529596066703
Customer ID: 1385-TQOZW, Churn Probability: 0.434523553079407
Customer ID: 5914-XRFQB, Churn Probability: 0.15443127852248406
Customer ID: 4329-YPDDQ, Churn Probability: 0.6977159223452194
Customer ID: 4804-NCPET, Churn Probability: 0.022736869140933643
Customer ID: 5944-UGLLK, Churn Probability: 0.1511386253314116
Customer ID: 7787-BNTZM, Churn Probability: 0.41154373662929516
Customer ID: 2252-ISRNH, Churn Probability: 0.48163568503904963
Customer ID: 9415-TPKRV, Churn Probability: 0.3872250606259597
Customer ID: 5322-TEUJK, Churn Probability: 0.030865893770148627
Customer ID: 1866-DIOQZ, Churn Probability: 0.08663192336644508
Customer ID: 8375-KVTHK, Churn Probability: 0.44063513663264914
Customer ID: 2697-NQBPF, Churn Probability: 0.7743004322650037
Customer ID: 3709-OIJEA, Churn Probability: 0.5172211300796197
Customer ID: 1386-ZIKUV, Churn Probability: 0.4748179908341101
Customer ID: 0599-XNYDO, Churn Probability: 0.7862051543460514
Customer ID: 6377-WHAOX, Churn Probability: 0.7579518707218718
Customer ID: 6855-VLGOS, Churn Probability: 0.004034226314459414
Customer ID: 8999-XXGNS, Churn Probability: 0.4187245533110079
Customer ID: 8746-OQQRW, Churn Probability: 0.4211707305487927
Customer ID: 3181-MIZBN, Churn Probability: 0.1565282899504103
Customer ID: 0471-ARVMX, Churn Probability: 0.4977022392650501
Customer ID: 7766-CLTIC, Churn Probability: 0.6840357334571185
Customer ID: 5650-YLIBA, Churn Probability: 0.7354107200606986
Customer ID: 0825-CPPQH, Churn Probability: 0.011012531196429299
Customer ID: 9084-OAYKL, Churn Probability: 0.01707243991358948
Customer ID: 6122-LJADA, Churn Probability: 0.015831297111584028
Customer ID: 2400-XIWIO, Churn Probability: 0.07010387615788281
Customer ID: 7524-VRLPL, Churn Probability: 0.030392438929070675
Customer ID: 7569-NMZYQ, Churn Probability: 0.04554744126556772
Customer ID: 5201-USSQZ, Churn Probability: 0.6478777964060665
Customer ID: 2105-PHWON, Churn Probability: 0.6879078203570121
Customer ID: 1494-EJZDW, Churn Probability: 0.03342944796684059
Customer ID: 4884-TVUQF, Churn Probability: 0.09593268796204986
Customer ID: 8003-EWNDZ, Churn Probability: 0.5446963897828225
Customer ID: 1897-RCFUM, Churn Probability: 0.03565987524110542
Customer ID: 9256-JTBNZ, Churn Probability: 0.372184749078314
Customer ID: 2211-RMNHO, Churn Probability: 0.020361683479553295
Customer ID: 2432-TFSMK, Churn Probability: 0.6140092931812156
Customer ID: 4929-ROART, Churn Probability: 0.4292325832677643
Customer ID: 1834-ABKHQ, Churn Probability: 0.06790142543488671
Customer ID: 1741-WTPON, Churn Probability: 0.040958873996234005
